title;published_date;data_url;creator;description;unit;fail_reason
Buurthinder: milieuhinder;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_WO_S_39.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat de afgelopen maand hinder heeft ondervonden van zwerfvuil, dieren of hondenpoep.;procent personen;
Buurthinder: vandalisme en drugsdealing;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_WO_S_40.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat de afgelopen maand hinder heeft ondervonden van vandalisme of drugsdealing.;procent personen;
Buurthinder: verkeershinder;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_WO_S_41.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat de afgelopen maand hinder heeft ondervonden van onaangepaste snelheid van het verkeer of sluipverkeer.;procent personen;
CO2-emissies door verwarming huishoudens;juli 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_KL_10.csv;Vlaamse Milieumaatschappij;CO2-emissies die ontstaan door het brandstofverbruik voor verwarming bij huishoudens, uitgedrukt in ton per huishouden.;per huishouden ton;
CO2-emissies, naar sector;november 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_KL_11.csv;Vlaams Energie- en Klimaatagentschap;Deze berekening geeft een beeld van de CO2-uitstoot op het grondgebied van de gemeente, met opdeling per sector (huishoudens, tertiaire sector, industrie, openbare verlichting, transport en landbouw).;procent ton;
Centrale verwarming in de woning;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_WO_S_29.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat woont in een woning met centrale verwarming;procent personen;
Chronische aandoening;januari 2024;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_ZO_06.csv;InterMutualistisch Agentschap;Aandeel rechthebbenden met minstens één statuut chronische aandoening.;procent rechthebbenden;
Chronische aandoening, naar leeftijd;januari 2024;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_ZO_27.csv;InterMutualistisch Agentschap;Aandeel rechthebbenden met minstens één statuut chronische aandoening naar leeftijd.;procent rechthebbenden;
Contact met de gemeente;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_LO_S_02.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat de voorbije 12 maanden contact gehad heeft met de gemeentelijke/stads-diensten.;procent personen;
Criminaliteitsgraad;november 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_SA_01.csv;Politiële Criminaliteitsstatistieken;Statistiek van de door de politie geregistreerde feiten per 1.000 inwoners. Het gaat om de plaats waar het geregistreerde feit plaatsvond, niet de woonplaats van het slachtoffer. In de statistiek zijn verscheidene categorieën opgenomen.;per 1.000 inwoners feiten;
Cultuur in eigen of andere gemeente;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_CU_S_06.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat het afgelopen jaar regelmatig aan cultuur heeft gedaan in de eigen gemeente/stad of in een andere gemeente/stad (museum, tentoonstelling, galerij of historisch gebouw bezocht, openbare bibliotheek bezocht, toneel-/dansvoorstelling, concert... heeft bijgewoond). De samengestelde variabele werd berekend op de originele 4-punten schaal. In de categorie 'Nooit' zitten de respondenten die voor elke activiteit nooit geantwoord hebben. In de categorie 'Incidenteel' zitten de respondenten die slechts beperkt deelname aan een activiteit hebben gerapporteerd (gemiddelde score van minder dan 2 op 4). In de categorie 'Regelmatig' zitten respondenten die gemiddeld aan minstens 3 activiteiten hebben deelgenomen of een hoge intensiteit hebben op een aantal activiteiten (score van 2 of hoger op 4).;procent personen;
Deelname aan buurtactiviteiten;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_SA_S_13.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat het afgelopen jaar heeft deelgenomen aan een buurtactiviteit.;procent personen;
Deelnemers deeltijds kunstonderwijs, naar vestigingsplaats;november 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_ON_35.csv;Departement Onderwijs & Vorming;Aantal deelnemers in het deeltijds kunstonderwijs (op basis van aantal inschrijvingen) opgesplitst naar onderdeel (woord/dans/beeld/muziek) naar vestigingsplaats.;per 1.000 inwoners deelnemers;
Deelnemers deeltijds kunstonderwijs, naar woonplaats;november 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_ON_36.csv;Departement Onderwijs & Vorming;Aantal deelnemers in het deeltijds kunstonderwijs (op basis van aantal inschrijvingen) opgesplitst naar onderdeel (woord/dans/beeld/muziek) naar woonplaats.;per 1.000 inwoners deelnemers;
Deelnemers volwassenenonderwijs, naar vestigingsplaats;januari 2024;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_ON_41.csv;Departement Onderwijs & Vorming;Aantal cursisten van het volwassenenonderwijs naar vestigingsplaats;per 1.000 inwoners cursisten;
Deelnemers volwassenenonderwijs, naar woonplaats, naar nationaliteit;januari 2024;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_IN_39.csv;Departement Onderwijs & Vorming;Aantal cursisten van het volwassenenonderwijs tijdens het refertejaar (van 1 april van jaar x tot 31 maart van jaar x+1) en die wonen in de gemeente, naar nationaliteitsgroep. Het gaat om de basiseducatie, het secundair volwassenenonderwijs, het hoger beroepssecundair onderwijs van het volwassenenonderwijs en de specifieke lerarenopleiding. Het volwassenenonderwijs is onderwijs los van de initiële onderwijsloopbaan. Het stelt de cursisten in staat om een erkend diploma, getuigschrift of certificaat te behalen. Volwassenen van minimum 18 jaar en jongeren die aan de voltijdse leerplicht voldaan hebben, mogen zich inschrijven. Naargelang de gekozen cursus kunnen er ook specifieke toelatingsvoorwaarden zijn.De aantallen hebben betrekking op de cursisten die in de gemeente wonen, los van het feit of zij in de gemeente onderwijs volgen of elders. De cijfers voor de Brusselse gemeenten hebben enkel betrekking op de cursisten ingeschreven in het Nederlandstalige volwassenenonderwijs.De gegevens zijn opgesplitst naar nationaliteitsgroep op basis van de huidige nationaliteit van de cursist zoals meegedeeld door de instelling aan het Vlaams Ministerie Onderwijs en Vorming.;procent cursisten;
Deeltijds werken;juli 2022;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_WE_27.csv;Datawarehouse Arbeidsmarkt en Sociale Bescherming van de Kruispuntbank van de Sociale Zekerheid;Aandeel loontrekkenden van 20 tot en met 64 jaar in deeltijdse arbeid, op 1 januari van het jaar. Het Datawarehouse Arbeidsmarkt en Sociale Bescherming van de KSZ deelt de loontrekkenden op in drie groepen: loontrekkenden met voltijdse arbeidsregeling, loontrekkenden met deeltijdse arbeidsregeling en loontrekkenden met een speciaal regime. Het speciale regime heeft betrekking op het werk in korte/onregelmatige contracten (uitzendarbeid, seizoensarbeid, gelegenheidsarbeid in land- en tuinbouw of in de horeca).;procent werkenden;
Deelwagens;januari 2024;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_KL_29.csv;LEKP, autodelen.net;Aantal deelwagens per 1.000 inwoners;per 1.000 inwoners deelwagens;
Demografische afhankelijkheidsratio;juli 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_DE_09.csv;Statbel;"Verhouding tussen de bevolking buiten beroepsactieve leeftijd (0-19 jaar en 65 jaar en ouder, ""niet-actieven"") en de bevolking op beroepsactieve leeftijd (20-64 jaar). Dit is de optelsom van groene druk en grijze druk.";procent personen;
Demografische doorstromingsratio;juli 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_DE_10.csv;Statbel;Verhouding tussen de potentiële in- en uitstroom op de arbeidsmarkt, afgaand op de verhouding tussen de jonge (15-24 jaar) en oude (55-64 jaar) leeftijdscategorieën op de arbeidsmarkt.Als de coëfficiënt groter is dan 100, dan wil dit zeggen dat de leeftijdsklassen die de arbeidsmarkt zullen verlaten meer dan volledig vervangen worden door jonge instromers. Omgekeerd duidt een coëfficiënt lager dan 100 erop dat de bevolkingsstructuur de vervanging van uittreders niet volledig zal kunnen opvangen door jonge intreders. Een coëfficiënt gelijk aan 100 duidt aan dat de potentiële intreders en uittreders elkaar in evenwicht houden.;procent personen;
Digitale attesten via Mijn Burgerprofiel;januari 2024;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_LO_31.csv;Mijn Burgerprofiel/Elastic (via Digitaal Vlaanderen);Aantal opgevraagde attesten via ‘Mijn Burgerprofiel’, digitaal opgevraagd in het betreffende jaar in de gemeente, per 1.000 inwoners;per 1.000 inwoners personen;
Diversiteit vriendenkring;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_SA_S_09.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat een diverse vriendenkring heeft (d.w.z. vrienden van niet-Belgische herkomst, met een andere seksuele geaardheid of met een fysieke of mentale beperking). Er werd een samengestelde indicator berekend die gebaseerd is op de gemiddelde score op de drie items (de respondent moet minstens op twee items geantwoord hebben, de maximale gemiddelde score is 4). Respondenten met een gemiddelde score van 1,5 of lager behoren tot de categorie 'Laag', respondenten met een gemiddelde score tussen 1,5 en 2,5 behoren tot de categorie 'Gemiddeld', respondenten met een gemiddelde somscore hoger dan 2,5 behoren tot de categorie 'Hoog'.;procent personen;
Diversiteit vriendenkring (detail);2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_SA_S_31.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat een diverse vriendenkring heeft (d.w.z. vrienden van niet-Belgische herkomst, met een andere seksuele geaardheid of met een fysieke of mentale beperking).;procent personen;
Duurzaam verplaatsingsgedrag voor korte afstanden;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_MO_S_17.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat het voorbije jaar voor korte afstanden vaak de fiets genomen heeft of zich te voet heeft verplaatst.;procent personen;
Duurzaam verplaatsingsgedrag voor korte afstanden (detail);2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_MO_S_08.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat het voorbije jaar voor korte afstanden vaak de fiets genomen heeft of zich te voet heeft verplaatst.;procent personen;
Duurzaamheid van de woning (detail);2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_WO_S_05.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat woont in een woning met energiezuinige en energierecupererende elementen.;procent personen;
Duurzaamheid woning - energierecupererend;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_WO_S_28.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat woont in een woning die energierecupererend is. Een woning is energierecupererend als minstens één van de volgende voorzieningen aanwezig is: groendak, zonnepanelen, zonneboiler, warmtepomp, gebruik regenwater.;procent personen;
Duurzaamheid woning - energiezuinig;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_WO_S_27.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat woont in een woning die energiezuinig is. Een woning is energiezuinig als 3 van de 4 volgende voorzieningen aanwezig zijn in de woning: isolatie dak, isolatie muren, dubbel glas en energiezuinige ketel.;procent personen;
Economische specialisatie;juli 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_EC_17.csv;Rijksdienst voor Sociale Zekerheid;Aandeel van de 10 belangrijkste bedrijfstakken (NACE 2-digit) in de totale bezoldigde tewerkstelling.Aandeel van de 10 belangrijkste bedrijfstakken, exclusief de quartaire bedrijstakken.;procent personen;
Eigenaar van een woning;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_WO_S_21.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat eigenaar is van een eigen woning.;procent personen;
Energie-armoede huishoudens;juli 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_AR_02.csv;Vlaamse Regulator van de Elektriciteits- en Gasmarkt;Aantal ingeschakelde (actieve) budgetmeters elektriciteit en aardgas ten opzichte van aantal toegangspunten op 31 december.;per 1.000 toegangspunten budgetmeters;
Energiescore (EPC) bestaande woningen;januari 2024;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_KL_31.csv;VEKA;Energieprestatiecertificaat (EPC): een energieprestatiecertificaat is een document dat toont hoe energiezuinig een gebouw is, aan de hand van een energiescore in kilowattuur per vierkante meter (kWh/m²) per jaar. Dit document is sinds 2008 verplicht bij het verkopen of verhuren van bestaande woningen en appartementen en is 10 jaar geldig.Op basis van de energiescore krijgt het gebouw een energielabel toegekend, gaande van A+ (heel energiezuinig) tot F (energieverslindend).A+: minder dan 0 kWh/m2 per jaarA: tussen 0 en 100B: tussen 100 en 200C: tussen 200 en 300D: tussen 300 en 400E: tussen 400 en 500F: hoger dan 500 kWh/m2 per jaar;procent certificaten;
Energieverbruik, naar sector;november 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_KL_12.csv;Vlaams Energie- en Klimaatagentschap;Deze berekening geeft een beeld van het energieverbruik op het grondgebied van de gemeente, met opdeling per sector (huishoudens, tertiaire sector, industrie, openbare verlichting, transport en landbouw).;procent MWh;
Erfgoedorganisaties en -instellingen;juni 2021;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_CU_03.csv;FARO;Aantal erfgoedverenigingen per 10.000 inwoners.;per 10.000 inwoners verenigingen;
Exploitatieontvangsten;november 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_LO_03.csv;Agentschap Binnenlands Bestuur;"De exploitatieontvangsten zijn het geheel van opbrengsten, met uitzondering van de opbrengsten die bepaald zijn door de minister (de meerwaarden bij de realisatie van financiële, materiële of immateriële vaste activa). In de economische indeling worden de exploitatieontvangsten ingedeeld volgens hun soort. We onderscheiden de volgende belangrijke soorten: ontvangsten uit de werking (vergoedingen die het bestuur krijgt voor geleverde prestaties); fiscale ontvangsten en boetes; algemene en specifieke werkingssubsidies; recuperatie van specifieke kosten sociale dienst (voor het OCMW) en financiële ontvangsten (bv. ontvangen dividenden, intresten op beleggingen).";per inwoner euro;
